,away,away_score_after,drive,home,home_score_after,offense,plays,result,time,yds_gained,gameId
25,CIN,12,26,BAL,10,CIN,4,Field Goal,1:31,3,300919004
26,CIN,15,27,BAL,10,BAL,3,Intercepted Pass,0:48,8,300919004
27,CIN,15,28,BAL,10,CIN,5,End of Game,2:00,10,300919004
0,CLE,0,0,KC,0,CLE,3,Punt,0:46,4,300919005
1,CLE,0,1,KC,3,KC,7,Punt,4:06,28,300919005
2,CLE,0,2,KC,0,CLE,1,Fumble Recovery (Opponent),0:30,4,300919005
3,CLE,0,3,KC,3,KC,4,Field Goal,0:36,6,300919005
4,CLE,0,4,KC,3,CLE,9,Punt,3:46,29,300919005
5,CLE,0,5,KC,3,KC,6,Punt,2:20,31,300919005
6,CLE,0,6,KC,3,CLE,11,Touchdown,5:06,194,300919005
7,CLE,7,7,KC,3,KC,3,Punt,1:38,9,300919005
8,CLE,7,8,KC,3,CLE,1,Intercepted Pass Touchdown,0:34,35,300919005
9,CLE,7,9,KC,9,CLE,3,Touchdown,1:19,74,300919005
10,CLE,14,10,KC,10,KC,1,Intercepted Pass,0:51,2,300919005
11,CLE,14,11,KC,10,CLE,3,Punt,1:29,3,300919005
12,CLE,14,12,KC,10,KC,6,Punt,2:19,20,300919005
13,CLE,14,13,KC,10,CLE,5,Punt,2:54,19,300919005
14,CLE,14,14,KC,10,KC,1,Intercepted Pass,0:23,20,300919005
15,CLE,14,15,KC,10,CLE,4,Missed FG,0:26,-3,300919005
16,CLE,14,16,KC,10,KC,2,End of Half,0:14,9,300919005
17,CLE,14,18,KC,10,KC,11,Field Goal,6:15,63,300919005
18,CLE,14,19,KC,13,CLE,6,Punt,3:08,22,300919005
19,CLE,14,20,KC,13,KC,4,Punt,2:33,36,300919005
20,CLE,14,21,KC,13,CLE,6,Punt,3:52,17,300919005
21,CLE,14,22,KC,13,KC,14,Field Goal,6:31,58,300919005
22,CLE,14,23,KC,16,CLE,4,Punt,1:29,10,300919005
23,CLE,14,24,KC,16,KC,5,Punt,2:31,12,300919005
24,CLE,14,25,KC,16,CLE,3,Punt,1:00,1,300919005
25,CLE,14,26,KC,16,KC,7,End of Game,2:41,8,300919005
0,DAL,0,0,CHI,0,CHI,3,Punt,1:47,3,300919006
1,DAL,0,1,CHI,0,DAL,4,Intercepted Pass,2:53,7,300919006
2,DAL,7,2,CHI,3,CHI,4,Field Goal,2:37,3,300919006
3,DAL,0,3,CHI,3,DAL,7,Punt,3:30,21,300919006
4,DAL,0,4,CHI,3,CHI,3,Punt,1:09,2,300919006
5,DAL,7,5,CHI,10,DAL,1,Touchdown,0:00,62,300919006
6,DAL,6,6,CHI,3,CHI,3,Touchdown,1:35,58,300919006
7,DAL,7,7,CHI,10,DAL,13,Touchdown,7:53,78,300919006
8,DAL,14,8,CHI,10,CHI,6,Touchdown,4:38,74,300919006
9,DAL,14,9,CHI,17,DAL,6,Intercepted Pass,1:59,54,300919006
10,DAL,14,10,CHI,17,CHI,9,Field Goal,1:19,25,300919006
11,DAL,14,11,CHI,20,DAL,2,End of Half,0:20,-1,300919006
12,DAL,14,13,CHI,20,DAL,8,Field Goal,4:24,61,300919006
13,DAL,17,14,CHI,20,CHI,5,Punt,3:13,39,300919006
14,DAL,17,15,CHI,20,DAL,10,Punt,3:54,50,300919006
15,DAL,17,16,CHI,20,CHI,6,Punt,2:52,35,300919006
16,DAL,17,17,CHI,20,DAL,5,Punt,2:30,18,300919006
17,DAL,17,18,CHI,20,CHI,3,Punt,1:58,9,300919006
18,DAL,17,19,CHI,20,DAL,7,Missed FG,3:04,43,300919006
19,DAL,17,20,CHI,20,CHI,4,Touchdown,2:07,66,300919006
20,DAL,17,21,CHI,27,DAL,2,Fumble,1:15,37,300919006
21,DAL,17,22,CHI,27,CHI,3,Punt,1:04,2,300919006
22,DAL,17,23,CHI,27,DAL,8,Field Goal,1:28,50,300919006
23,DAL,20,24,CHI,27,CHI,4,End of Game,1:17,-3,300919006
0,DET,0,0,PHI,0,DET,8,Intercepted Pass,3:52,43,300919008
1,DET,0,1,PHI,0,PHI,4,Touchdown,2:29,76,300919008
2,DET,0,2,PHI,7,DET,6,Touchdown,3:00,76,300919008
3,DET,7,3,PHI,7,PHI,5,Punt,2:41,48,300919008
4,DET,7,4,PHI,7,DET,3,Punt,1:42,-1,300919008
5,DET,7,5,PHI,7,PHI,3,Punt,1:43,7,300919008
6,DET,7,6,PHI,7,DET,7,Field Goal,1:54,13,300919008
7,DET,10,7,PHI,7,PHI,5,Punt,2:58,20,300919008
8,DET,10,8,PHI,7,DET,3,Touchdown,1:14,80,300919008
9,DET,17,9,PHI,7,PHI,11,Touchdown,4:23,74,300919008
10,DET,17,10,PHI,14,DET,6,Punt,2:41,17,300919008
11,DET,17,11,PHI,14,PHI,7,Touchdown,0:59,89,300919008
12,DET,17,12,PHI,21,DET,2,End of Half,0:13,-1,300919008
13,DET,17,14,PHI,21,PHI,6,Punt,2:55,19,300919008
14,DET,17,15,PHI,21,DET,3,Punt,1:07,-1,300919008
15,DET,17,16,PHI,21,PHI,9,Touchdown,4:38,53,300919008
16,DET,17,17,PHI,28,DET,3,Intercepted Pass,2:01,27,300919008
17,DET,17,18,PHI,28,PHI,3,Punt,1:19,-12,300919008
18,DET,17,19,PHI,28,DET,12,Downs,5:49,48,300919008
19,DET,17,20,PHI,28,PHI,4,Punt,2:13,19,300919008
20,DET,17,21,PHI,28,DET,3,Punt,1:23,-2,300919008
21,DET,17,22,PHI,28,PHI,5,Touchdown,1:32,58,300919008
22,DET,17,23,PHI,35,DET,7,Touchdown,2:04,85,300919008
23,DET,24,24,PHI,35,PHI,3,Punt,1:12,-3,300919008
24,DET,24,25,PHI,35,DET,6,Touchdown,1:11,56,300919008
25,DET,32,26,PHI,35,DET,4,Downs,0:24,0,300919008
26,DET,32,27,PHI,35,PHI,4,End of Game,1:26,-3,300919008
0,GB,0,0,BUF,0,GB,8,Field Goal,3:11,40,300919009
1,GB,3,1,BUF,0,BUF,3,Punt,2:05,-12,300919009
2,GB,3,2,BUF,0,GB,6,Field Goal,1:58,43,300919009
3,GB,6,3,BUF,0,BUF,3,Punt,1:21,-2,300919009
4,GB,6,4,BUF,0,GB,11,Touchdown,5:51,72,300919009
5,GB,13,5,BUF,0,BUF,8,Touchdown,4:22,80,300919009
6,GB,13,6,BUF,7,GB,3,Punt,1:54,0,300919009
7,GB,13,7,BUF,7,BUF,5,Punt,2:41,20,300919009
8,GB,13,8,BUF,7,GB,3,Punt,1:30,8,300919009
9,GB,13,9,BUF,7,BUF,6,Punt,3:39,21,300919009
10,GB,13,10,BUF,7,GB,2,End of Half,0:21,3,300919009
11,GB,13,12,BUF,7,BUF,4,Intercepted Pass,2:11,22,300919009
12,GB,13,13,BUF,7,GB,7,Touchdown,4:17,39,300919009
13,GB,20,14,BUF,7,BUF,3,Punt,2:01,-5,300919009
14,GB,20,15,BUF,7,GB,7,Touchdown,4:24,66,300919009
15,GB,27,16,BUF,7,BUF,4,Intercepted Pass,2:43,22,300919009
16,GB,27,17,BUF,7,GB,5,Touchdown,2:32,45,300919009
17,GB,34,18,BUF,7,BUF,5,Downs,1:54,12,300919009
18,GB,34,19,BUF,7,GB,5,Punt,3:11,27,300919009
19,GB,34,20,BUF,7,BUF,11,Downs,5:17,42,300919009
20,GB,34,21,BUF,7,GB,3,End of Game,1:10,-2,300919009
0,TEN,0,0,PIT,0,PIT,1,Touchdown,0:00,89,300919010
1,TEN,0,1,PIT,6,PIT,2,Fumble,0:59,9,300919010
2,TEN,0,2,PIT,7,TEN,6,Field Goal,2:52,39,300919010
3,TEN,3,3,PIT,7,PIT,3,Punt,2:12,8,300919010
4,TEN,3,4,PIT,7,TEN,4,Intercepted Pass,2:34,24,300919010
5,TEN,3,5,PIT,7,PIT,11,Field Goal,6:33,71,300919010
6,TEN,3,6,PIT,10,TEN,3,Punt,2:10,8,300919010
7,TEN,3,7,PIT,10,PIT,3,Punt,1:34,0,300919010
8,TEN,3,8,PIT,10,TEN,3,Intercepted Pass,2:01,29,300919010
9,TEN,3,9,PIT,10,PIT,5,Punt,3:02,17,300919010
10,TEN,3,10,PIT,10,TEN,3,Punt,2:33,-5,300919010
11,TEN,3,11,PIT,10,PIT,3,Punt,0:35,-1,300919010
12,TEN,3,12,PIT,10,TEN,1,Fumble Recovery (Opponent),0:00,0,300919010
13,TEN,3,13,PIT,10,PIT,4,Field Goal,1:36,7,300919010
14,TEN,3,14,PIT,13,PIT,1,End of Half,0:00,0,300919010
15,TEN,3,16,PIT,13,TEN,4,Punt,2:47,20,300919010
16,TEN,3,17,PIT,13,PIT,3,Punt,1:40,-1,300919010
17,TEN,3,18,PIT,13,TEN,3,Punt,1:05,-12,300919010
18,TEN,3,19,PIT,13,PIT,5,Punt,3:23,10,300919010
19,TEN,3,20,PIT,13,TEN,1,Fumble Recovery (Opponent),0:40,0,300919010
20,TEN,3,21,PIT,13,PIT,8,Field Goal,4:53,27,300919010
21,TEN,3,22,PIT,16,TEN,4,Intercepted Pass,1:59,10,300919010
22,TEN,3,23,PIT,16,PIT,3,Punt,2:00,4,300919010
23,TEN,3,24,PIT,16,TEN,3,Punt,1:23,4,300919010
24,TEN,3,25,PIT,16,PIT,3,Punt,2:26,2,300919010
25,TEN,3,26,PIT,16,TEN,1,Fumble Recovery (Opponent),0:00,0,300919010
26,TEN,3,27,PIT,16,PIT,4,Field Goal,1:33,6,300919010
27,TEN,3,28,PIT,19,TEN,17,Touchdown,4:01,86,300919010
28,TEN,11,29,PIT,19,TEN,6,End of Game,0:58,37,300919010
0,MIN,0,0,MIA,0,MIN,10,Downs,5:33,50,300919016
1,MIN,0,1,MIA,0,MIA,9,Touchdown,4:47,73,300919016
2,MIN,0,2,MIA,7,MIN,4,Punt,2:30,9,300919016
3,MIN,0,3,MIA,7,MIA,7,Punt,4:19,20,300919016
4,MIN,0,4,MIA,7,MIN,10,Intercepted Pass,6:47,93,300919016
5,MIN,0,5,MIA,7,MIA,4,Punt,1:26,50,300919016
6,MIN,0,6,MIA,7,MIN,9,Punt,3:24,42,300919016
7,MIN,0,7,MIA,7,MIA,2,End of Half,0:45,8,300919016
8,MIN,0,9,MIA,7,MIA,11,Punt,6:31,41,300919016
9,MIN,0,10,MIA,7,MIN,2,Fumble Touchdown,1:51,4,300919016
10,MIN,0,11,MIA,13,MIN,5,Intercepted Pass,3:33,61,300919016
11,MIN,0,12,MIA,14,MIA,1,Fumble Recovery (Own),0:00,0,300919016
12,MIN,7,13,MIA,14,MIN,2,Touchdown,0:05,1,300919016
13,MIN,7,14,MIA,14,MIA,4,Punt,2:50,16,300919016
14,MIN,7,15,MIA,14,MIN,13,Field Goal,6:49,80,300919016
15,MIN,10,16,MIA,14,MIA,3,Punt,1:31,1,300919016
16,MIN,10,17,MIA,14,MIN,0,Fumble Recovery (Opponent),0:12,-17,300919016
17,MIN,10,18,MIA,14,MIN,6,Downs,3:30,23,300919016
18,MIN,10,19,MIA,14,MIA,4,Punt,0:25,13,300919016
19,MIN,10,20,MIA,14,MIN,8,Downs,1:09,28,300919016
20,MIN,10,21,MIA,14,MIA,2,End of Game,0:33,-1,300919016
0,CAR,0,0,TB,0,TB,3,Punt,2:07,7,300919029
1,CAR,0,1,TB,0,CAR,3,Punt,1:43,0,300919029
2,CAR,0,2,TB,0,TB,7,Touchdown,3:59,53,300919029
3,CAR,0,3,TB,7,CAR,8,Punt,3:28,33,300919029
4,CAR,0,4,TB,7,TB,8,Punt,4:24,28,300919029
5,CAR,0,5,TB,7,CAR,6,Touchdown,2:36,68,300919029
6,CAR,7,6,TB,7,TB,8,Touchdown,4:00,69,300919029
7,CAR,7,7,TB,14,CAR,10,Punt,5:42,40,300919029
8,CAR,7,8,TB,17,TB,5,End of Half,1:54,12,300919029
9,CAR,7,10,TB,14,CAR,3,Punt,1:44,4,300919029
10,CAR,7,11,TB,14,TB,3,Punt,1:09,4,300919029
11,CAR,7,12,TB,14,CAR,2,Intercepted Pass,1:18,9,300919029
12,CAR,7,13,TB,14,TB,6,Field Goal,3:09,7,300919029
13,CAR,7,14,TB,17,CAR,6,Punt,3:03,8,300919029
14,CAR,7,15,TB,17,TB,10,Field Goal,4:51,50,300919029
15,CAR,7,16,TB,20,CAR,5,Fumble,2:11,14,300919029
16,CAR,7,17,TB,20,TB,5,Punt,2:32,24,300919029
17,CAR,7,18,TB,20,CAR,18,Downs,6:28,78,300919029
18,CAR,7,19,TB,20,TB,3,Punt,0:12,1,300919029
19,CAR,7,20,TB,20,CAR,1,Intercepted Pass,0:00,21,300919029
20,CAR,7,21,TB,20,TB,3,Punt,2:07,2,300919029
21,CAR,7,22,TB,20,CAR,2,End of Game,0:22,5,300919029
0,DEN,0,0,SEA,0,SEA,13,Intercepted Pass,6:17,65,300919007
1,DEN,0,1,SEA,0,DEN,11,Touchdown,1:16,48,300919007
2,DEN,7,2,SEA,0,SEA,6,Punt,3:27,19,300919007
3,DEN,7,3,SEA,0,DEN,10,Touchdown,4:41,80,300919007
4,DEN,14,4,SEA,0,SEA,8,Intercepted Pass,4:12,52,300919007
5,DEN,14,5,SEA,0,DEN,16,Field Goal,6:07,72,300919007
6,DEN,17,6,SEA,0,SEA,2,End of Half,0:11,-1,300919007
7,DEN,17,8,SEA,0,DEN,6,Punt,3:09,17,300919007
8,DEN,17,9,SEA,0,SEA,5,Touchdown,2:02,22,300919007
9,DEN,17,10,SEA,7,DEN,10,Touchdown,6:16,80,300919007
10,DEN,24,11,SEA,7,SEA,5,Downs,1:24,60,300919007
11,DEN,24,12,SEA,7,DEN,14,Touchdown,7:56,75,300919007
12,DEN,31,13,SEA,7,SEA,8,Touchdown,3:12,80,300919007
13,DEN,31,14,SEA,14,DEN,3,Punt,2:08,6,300919007
14,DEN,31,15,SEA,14,SEA,3,Punt,0:15,3,300919007
15,DEN,31,16,SEA,14,DEN,3,Punt,0:15,4,300919007
16,DEN,31,17,SEA,14,SEA,4,Intercepted Pass,1:11,31,300919007
17,DEN,31,18,SEA,14,DEN,4,End of Game,1:34,-4,300919007
0,OAK,0,0,STL,0,STL,5,Punt,3:19,-1,300919013
1,OAK,0,1,STL,0,OAK,6,Downs,3:13,14,300919013
2,OAK,0,2,STL,0,STL,10,Missed FG,5:38,60,300919013
3,OAK,0,3,STL,0,OAK,7,Missed FG,2:30,46,300919013
4,OAK,0,4,STL,0,STL,6,Touchdown,3:16,59,300919013
5,OAK,0,5,STL,7,OAK,9,Punt,4:49,33,300919013
6,OAK,0,6,STL,7,STL,3,Punt,1:23,3,300919013
7,OAK,3,7,STL,7,OAK,5,Field Goal,2:12,18,300919013
8,OAK,3,8,STL,7,STL,6,Punt,2:00,6,300919013
9,OAK,3,9,STL,7,OAK,4,Intercepted Pass,1:00,20,300919013
10,OAK,3,10,STL,7,STL,2,End of Half,0:22,1,300919013
11,OAK,3,12,STL,7,OAK,1,Intercepted Pass,1:00,2,300919013
12,OAK,3,13,STL,7,OAK,8,Field Goal,4:06,59,300919013
13,OAK,6,14,STL,7,STL,3,Punt,1:04,7,300919013
14,OAK,6,15,STL,7,OAK,7,Touchdown,3:33,84,300919013
15,OAK,13,16,STL,7,STL,5,Punt,2:07,16,300919013
16,OAK,13,17,STL,7,OAK,4,Punt,2:11,42,300919013
17,OAK,13,18,STL,7,STL,3,Punt,1:35,5,300919013
18,OAK,13,19,STL,7,OAK,10,Field Goal,5:24,67,300919013
19,OAK,16,20,STL,7,STL,0,Intercepted Pass,0:17,5,300919013
20,OAK,16,21,STL,7,OAK,3,Punt,1:29,-6,300919013
21,OAK,16,22,STL,7,STL,3,Punt,0:53,5,300919013
22,OAK,16,23,STL,14,OAK,6,Intercepted Pass,2:57,48,300919013
23,OAK,16,24,STL,14,STL,3,Touchdown,0:47,-11,300919013
24,OAK,16,25,STL,14,OAK,9,End of Game,3:18,37,300919013
25,OAK,16,27,STL,14,STL,1,Touchdown,0:47,15,300919013
0,NYJ,0,0,NE,0,NE,13,Missed FG,7:31,51,300919020
1,NYJ,0,1,NE,0,NYJ,3,Punt,1:02,2,300919020
2,NYJ,0,2,NE,0,NE,15,Touchdown,8:10,75,300919020
3,NYJ,0,3,NE,7,NYJ,12,Touchdown,6:55,73,300919020
4,NYJ,7,4,NE,7,NE,3,Punt,0:52,8,300919020
5,NYJ,7,5,NE,7,NYJ,7,Punt,3:40,24,300919020
6,NYJ,7,6,NE,7,NE,4,Touchdown,0:47,80,300919020
7,NYJ,7,7,NE,14,NYJ,7,Field Goal,0:53,48,300919020
8,NYJ,10,8,NE,14,NYJ,1,End of Half,0:00,0,300919020
9,NYJ,10,10,NE,14,NYJ,3,Punt,1:25,-5,300919020
10,NYJ,10,11,NE,14,NE,6,Intercepted Pass,3:42,18,300919020
11,NYJ,10,12,NE,14,NYJ,10,Field Goal,4:47,80,300919020
12,NYJ,13,13,NE,14,NE,3,Punt,0:57,1,300919020
13,NYJ,13,14,NE,14,NYJ,6,Touchdown,3:02,70,300919020
14,NYJ,21,15,NE,14,NE,2,Intercepted Pass,0:44,7,300919020
15,NYJ,21,16,NE,14,NYJ,4,Punt,1:22,10,300919020
16,NYJ,21,17,NE,14,NE,5,Punt,2:07,18,300919020
17,NYJ,21,18,NE,14,NYJ,8,Touchdown,4:59,63,300919020
18,NYJ,28,19,NE,14,NE,5,Fumble,2:03,83,300919020
19,NYJ,28,20,NE,14,NYJ,8,End of Game,4:06,3,300919020
0,SD,0,0,JAX,0,SD,6,Touchdown,3:18,74,300919024
1,SD,7,1,JAX,0,JAX,3,Intercepted Pass,1:58,32,300919024
2,SD,7,2,JAX,0,SD,2,Fumble,1:42,4,300919024
3,SD,7,3,JAX,0,JAX,6,Field Goal,2:33,18,300919024
4,SD,7,4,JAX,3,SD,9,Intercepted Pass,5:35,73,300919024
5,SD,7,5,JAX,3,JAX,1,Intercepted Pass,1:12,1,300919024
6,SD,14,6,JAX,3,SD,5,Touchdown,2:10,30,300919024
7,SD,14,7,JAX,3,JAX,3,Fumble,1:28,37,300919024
8,SD,14,8,JAX,3,SD,1,Intercepted Pass,0:37,9,300919024
9,SD,14,9,JAX,3,JAX,1,Intercepted Pass,0:38,2,300919024
10,SD,14,10,JAX,3,SD,6,"Blocked Punt, Downs",2:54,24,300919024
11,SD,14,11,JAX,3,JAX,6,Field Goal,3:42,14,300919024
12,SD,14,12,JAX,6,SD,8,Touchdown,1:45,87,300919024
13,SD,21,13,JAX,6,JAX,2,End of Half,0:10,-1,300919024
14,SD,21,15,JAX,6,JAX,10,Fumble,5:44,73,300919024
15,SD,21,16,JAX,6,SD,9,Field Goal,4:21,44,300919024
16,SD,24,17,JAX,6,JAX,7,Intercepted Pass,4:19,33,300919024
17,SD,31,18,JAX,6,SD,5,Touchdown,2:18,58,300919024
18,SD,31,19,JAX,6,JAX,9,Downs,3:04,54,300919024
19,SD,31,20,JAX,6,SD,4,Touchdown,2:08,63,300919024
20,SD,38,21,JAX,6,JAX,9,Downs,2:55,57,300919024
21,SD,38,22,JAX,6,SD,3,Punt,2:00,7,300919024
22,SD,38,23,JAX,6,JAX,8,Touchdown,2:34,34,300919024
23,SD,38,24,JAX,13,SD,2,End of Game,0:37,-1,300919024
0,WSH,0,0,HOU,0,WSH,9,Field Goal,5:23,57,300919028
1,WSH,3,1,HOU,0,HOU,2,Intercepted Pass,1:38,30,300919028
2,WSH,3,2,HOU,0,WSH,5,Field Goal,2:11,33,300919028
3,WSH,6,3,HOU,0,HOU,11,Touchdown,5:52,77,300919028
4,WSH,6,4,HOU,7,WSH,5,Touchdown,2:27,73,300919028
5,WSH,13,5,HOU,7,HOU,3,Punt,1:38,4,300919028
6,WSH,13,6,HOU,7,WSH,5,Punt,2:36,23,300919028
7,WSH,13,7,HOU,7,HOU,10,Missed FG,5:56,44,300919028
8,WSH,13,8,HOU,7,WSH,4,Touchdown,0:59,63,300919028
9,WSH,20,9,HOU,7,HOU,7,End of Half,1:20,41,300919028
10,WSH,20,11,HOU,7,HOU,11,Field Goal,5:38,56,300919028
11,WSH,20,12,HOU,10,WSH,9,Touchdown,5:31,99,300919028
12,WSH,27,13,HOU,10,HOU,6,Touchdown,3:51,78,300919028
13,WSH,27,14,HOU,17,WSH,3,Punt,1:45,-9,300919028
14,WSH,27,15,HOU,17,HOU,5,Field Goal,2:05,41,300919028
15,WSH,27,16,HOU,20,WSH,8,Blocked FG,4:34,59,300919028
16,WSH,27,17,HOU,20,HOU,3,Punt,1:30,-3,300919028
17,WSH,27,18,HOU,20,WSH,3,Punt,1:35,-3,300919028
18,WSH,27,19,HOU,20,HOU,8,Touchdown,1:13,81,300919028
19,WSH,27,20,HOU,27,WSH,3,Punt,1:14,-12,300919028
20,WSH,27,21,HOU,27,HOU,4,Downs,0:49,-19,300919028
21,WSH,27,22,HOU,27,HOU,8,Punt,4:31,54,300919028
22,WSH,27,23,HOU,27,WSH,8,Missed FG,3:17,48,300919028
23,WSH,27,24,HOU,27,HOU,7,Field Goal,3:48,41,300919028
0,IND,0,0,NYG,0,IND,12,Touchdown,6:44,85,300919011
1,IND,7,1,NYG,0,NYG,3,Punt,1:16,0,300919011
2,IND,7,2,NYG,0,IND,3,Punt,0:51,11,300919011
3,IND,7,3,NYG,0,NYG,3,Punt,0:47,8,300919011
4,IND,7,4,NYG,0,IND,3,Punt,1:25,7,300919011
5,IND,7,5,NYG,0,NYG,7,Punt,4:05,18,300919011
6,IND,7,6,NYG,0,IND,8,Touchdown,4:24,91,300919011
7,IND,14,7,NYG,0,NYG,1,Intercepted Pass,0:00,-15,300919011
8,IND,14,8,NYG,0,IND,8,Field Goal,4:26,43,300919011
9,IND,17,9,NYG,0,NYG,6,Fumble,3:53,39,300919011
10,IND,17,10,NYG,0,IND,8,Touchdown,0:58,45,300919011
11,IND,24,11,NYG,0,NYG,2,End of Half,0:09,12,300919011
12,IND,24,13,NYG,0,NYG,8,Touchdown,4:16,87,300919011
13,IND,24,14,NYG,7,IND,5,Punt,3:21,29,300919011
14,IND,24,15,NYG,7,NYG,1,Touchdown,0:40,7,300919011
15,IND,31,16,NYG,7,NYG,7,Punt,3:31,31,300919011
16,IND,31,17,NYG,7,IND,6,Punt,2:56,31,300919011
17,IND,31,18,NYG,7,NYG,3,Punt,1:29,7,300919011
18,IND,31,19,NYG,7,IND,8,Touchdown,4:02,50,300919011
19,IND,38,20,NYG,7,NYG,3,Punt,1:11,5,300919011
20,IND,38,21,NYG,7,IND,5,Punt,3:11,17,300919011
21,IND,38,22,NYG,7,NYG,7,Downs,2:34,35,300919011
22,IND,38,23,NYG,7,IND,1,Fumble Recovery (Opponent),0:10,1,300919011
23,IND,38,24,NYG,14,NYG,1,Touchdown,0:00,31,300919011
24,IND,38,25,NYG,14,IND,4,End of Game,1:46,-3,300919011
0,SF,0,0,NO,0,SF,3,"Fumble, Safety",1:32,-10,300920025
1,SF,0,1,NO,2,NO,7,Touchdown,3:55,46,300920025
2,SF,0,2,NO,9,SF,3,Punt,1:52,8,300920025
3,SF,0,3,NO,9,NO,5,Punt,1:46,12,300920025
4,SF,0,4,NO,9,SF,3,Intercepted Pass,1:55,33,300920025
5,SF,0,5,NO,9,NO,6,Punt,2:54,12,300920025
6,SF,0,6,NO,9,SF,12,Touchdown,5:43,82,300920025
7,SF,7,7,NO,9,NO,6,Punt,2:57,16,300920025
8,SF,7,8,NO,9,SF,9,Fumble,5:42,76,300920025
9,SF,7,9,NO,9,NO,5,End of Half,1:00,23,300920025
10,SF,7,11,NO,9,NO,7,Punt,4:22,40,300920025
11,SF,7,12,NO,9,SF,6,Touchdown,3:36,86,300920025
12,SF,14,13,NO,9,NO,10,Touchdown,5:08,52,300920025
13,SF,14,14,NO,16,SF,3,Punt,1:32,14,300920025
14,SF,14,15,NO,16,NO,4,Field Goal,1:29,7,300920025
15,SF,14,16,NO,19,SF,4,Intercepted Pass,2:22,42,300920025
16,SF,14,17,NO,19,NO,3,Punt,2:17,2,300920025
17,SF,14,18,NO,19,SF,4,Punt,1:37,14,300920025
18,SF,14,19,NO,19,NO,10,Field Goal,3:15,22,300920025
19,SF,14,20,NO,22,SF,8,Touchdown,0:53,82,300920025
20,SF,22,21,NO,22,NO,7,Field Goal,1:19,54,300920025
21,SF,22,22,NO,25,NO,1,End of Half,0:00,0,300920025
0,KC,0,0,SF,0,KC,4,Punt,1:56,22,300926012
1,KC,0,1,SF,0,SF,6,Punt,3:37,25,300926012
2,KC,0,2,SF,0,KC,6,Punt,2:53,33,300926012
3,KC,0,3,SF,0,SF,6,Punt,3:11,28,300926012
4,KC,0,4,SF,0,KC,11,Intercepted Pass,6:00,50,300926012
5,KC,0,5,SF,0,SF,2,Intercepted Pass,1:21,6,300926012
6,KC,0,6,SF,0,KC,1,Touchdown,0:00,31,300926012
7,KC,7,7,SF,0,SF,8,Field Goal,3:22,27,300926012
8,KC,7,8,SF,3,KC,10,Missed FG,5:35,60,300926012
9,KC,7,9,SF,3,SF,3,Punt,0:50,6,300926012
10,KC,7,10,SF,3,KC,7,Field Goal,1:05,44,300926012
11,KC,10,11,SF,3,KC,1,End of Half,0:00,0,300926012
12,KC,10,13,SF,3,SF,6,Punt,2:18,20,300926012
13,KC,10,14,SF,3,KC,3,Punt,1:50,4,300926012
14,KC,10,15,SF,3,SF,3,Punt,1:04,3,300926012
15,KC,10,16,SF,3,KC,2,Touchdown,0:16,45,300926012
16,KC,17,17,SF,3,SF,5,Punt,2:41,6,300926012
17,KC,17,18,SF,3,KC,8,Touchdown,5:05,66,300926012
18,KC,24,19,SF,3,SF,10,Downs,4:03,33,300926012
19,KC,24,20,SF,3,KC,4,Punt,3:19,27,300926012
20,KC,24,21,SF,3,SF,3,Punt,1:20,-4,300926012
21,KC,24,22,SF,3,KC,7,Touchdown,4:26,57,300926012
22,KC,31,23,SF,3,SF,3,Punt,1:00,0,300926012
23,KC,31,24,SF,3,KC,4,Downs,1:04,9,300926012
24,KC,31,25,SF,3,SF,7,Touchdown,1:23,-5,300926012
25,KC,31,26,SF,10,SF,1,End of Half,0:00,0,300926012
0,MIN,0,0,DET,0,DET,3,Punt,1:15,3,300926016
1,MIN,0,1,DET,0,MIN,4,Punt,1:42,17,300926016
2,MIN,0,2,DET,0,DET,3,Punt,1:06,7,300926016
3,MIN,0,3,DET,0,MIN,6,Punt,4:29,21,300926016
4,MIN,0,4,DET,0,DET,3,Punt,1:14,3,300926016
5,MIN,0,5,DET,0,MIN,1,Intercepted Pass,0:00,27,300926016
6,MIN,0,6,DET,0,DET,3,Touchdown,1:13,12,300926016
7,MIN,0,7,DET,7,MIN,6,Touchdown,2:02,46,300926016
8,MIN,7,8,DET,7,DET,10,Missed FG,5:15,52,300926016
9,MIN,7,9,DET,7,MIN,9,Touchdown,5:58,61,300926016
10,MIN,14,10,DET,7,DET,5,Punt,2:10,30,300926016
11,MIN,14,11,DET,7,MIN,5,Intercepted Pass,1:33,38,300926016
12,MIN,14,12,DET,7,DET,5,Field Goal,0:54,36,300926016
13,MIN,14,13,DET,10,DET,1,End of Half,0:00,0,300926016
14,MIN,14,15,DET,10,MIN,13,Field Goal,7:13,59,300926016
15,MIN,17,16,DET,10,DET,1,Pass,0:00,7,300926016
16,MIN,14,17,DET,10,DET,7,Punt,4:23,34,300926016
17,MIN,17,18,DET,10,MIN,1,Touchdown,0:00,80,300926016
18,MIN,24,19,DET,10,DET,2,Punt,1:10,-10,300926016
19,MIN,24,20,DET,10,MIN,8,Punt,3:25,33,300926016
20,MIN,24,21,DET,10,DET,3,Punt,1:59,6,300926016
21,MIN,24,22,DET,10,MIN,6,Fumble,3:11,4,300926016
22,MIN,24,23,DET,10,DET,11,Intercepted Pass,5:07,88,300926016
23,MIN,24,24,DET,10,MIN,3,Punt,0:24,2,300926016
