,away,away_score_after,drive,home,home_score_after,offense,plays,result,time,yds_gained,gameId
0,PIT,0,0,TEN,0,PIT,3,Punt,1:44,2,290910023
1,PIT,0,1,TEN,0,TEN,3,Punt,1:52,2,290910023
2,PIT,0,2,TEN,0,PIT,5,Punt,3:04,2,290910023
3,PIT,0,3,TEN,0,TEN,6,Missed FG,1:35,38,290910023
4,PIT,0,4,TEN,0,PIT,3,Punt,1:55,-6,290910023
5,PIT,0,5,TEN,0,TEN,5,Intercepted Pass,3:11,30,290910023
6,PIT,0,6,TEN,0,PIT,2,Intercepted Pass,1:32,3,290910023
7,PIT,0,7,TEN,0,TEN,5,Punt,2:02,0,290910023
8,PIT,0,8,TEN,0,PIT,8,Punt,5:50,33,290910023
9,PIT,0,9,TEN,0,TEN,12,Missed FG,4:59,52,290910023
10,PIT,0,10,TEN,0,PIT,5,Touchdown,0:52,79,290910023
11,PIT,7,11,TEN,0,TEN,3,Touchdown,0:34,71,290910023
12,PIT,7,12,TEN,7,PIT,6,Intercepted Pass,0:48,18,290910023
13,PIT,7,14,TEN,7,TEN,5,Fumble,3:03,37,290910023
14,PIT,7,15,TEN,7,PIT,3,Punt,1:45,9,290910023
15,PIT,7,16,TEN,7,TEN,3,Punt,1:52,-1,290910023
16,PIT,7,17,TEN,7,PIT,6,Punt,2:43,11,290910023
17,PIT,7,18,TEN,7,TEN,6,Punt,3:25,19,290910023
18,PIT,7,19,TEN,7,PIT,3,Punt,1:43,8,290910023
19,PIT,13,20,TEN,10,TEN,7,Field Goal,3:43,36,290910023
20,PIT,7,21,TEN,10,PIT,12,Field Goal,8:06,56,290910023
21,PIT,10,22,TEN,10,TEN,4,Punt,1:07,12,290910023
22,PIT,10,23,TEN,10,PIT,3,Fumble,0:59,24,290910023
23,PIT,10,24,TEN,10,TEN,4,End of Half,0:51,0,290910023
24,PIT,10,26,TEN,10,PIT,10,Field Goal,4:32,63,290910023
0,ATL,0,0,MIA,0,ATL,12,Missed FG,5:34,47,290913001
1,ATL,0,1,MIA,0,MIA,2,Fumble,1:31,5,290913001
2,ATL,0,2,MIA,0,ATL,3,Punt,1:01,-15,290913001
3,ATL,0,3,MIA,0,MIA,9,Punt,5:50,34,290913001
4,ATL,0,4,MIA,0,ATL,14,Touchdown,7:27,86,290913001
5,ATL,7,5,MIA,0,MIA,5,Punt,3:06,24,290913001
6,ATL,7,6,MIA,0,ATL,3,Punt,1:25,9,290913001
7,ATL,7,7,MIA,0,MIA,5,Fumble,2:14,33,290913001
8,ATL,7,8,MIA,0,ATL,5,Field Goal,1:11,13,290913001
9,ATL,10,9,MIA,0,MIA,2,End of Half,0:32,0,290913001
10,ATL,10,11,MIA,0,MIA,3,Punt,1:46,5,290913001
11,ATL,10,12,MIA,0,ATL,3,Punt,1:22,9,290913001
12,ATL,10,13,MIA,0,MIA,3,Punt,1:58,-5,290913001
13,ATL,10,14,MIA,0,ATL,3,Punt,2:07,4,290913001
14,ATL,10,15,MIA,0,MIA,8,Intercepted Pass,6:08,33,290913001
15,ATL,10,16,MIA,0,ATL,3,Touchdown,0:22,20,290913001
16,ATL,16,17,MIA,0,MIA,1,Fumble,0:50,14,290913001
17,ATL,16,18,MIA,0,ATL,8,Missed FG,3:07,17,290913001
18,ATL,16,19,MIA,0,MIA,3,Punt,0:50,5,290913001
19,ATL,16,20,MIA,0,ATL,8,Field Goal,3:55,38,290913001
20,ATL,19,21,MIA,0,MIA,12,Touchdown,4:13,76,290913001
21,ATL,19,22,MIA,7,ATL,8,End of Game,3:22,24,290913001
0,CIN,0,0,DEN,0,DEN,5,Punt,2:09,23,290913004
1,CIN,0,1,DEN,0,CIN,8,Punt,4:03,37,290913004
2,CIN,0,2,DEN,0,DEN,3,Punt,1:30,5,290913004
3,CIN,0,3,DEN,0,CIN,9,Downs,5:26,40,290913004
4,CIN,0,4,DEN,0,DEN,3,Punt,1:37,5,290913004
5,CIN,0,5,DEN,0,CIN,4,Punt,1:35,40,290913004
6,CIN,0,6,DEN,0,DEN,3,Punt,1:35,3,290913004
7,CIN,0,7,DEN,0,CIN,8,Intercepted Pass,5:25,40,290913004
8,CIN,0,8,DEN,0,DEN,3,Punt,1:26,8,290913004
9,CIN,0,9,DEN,0,CIN,6,Punt,3:18,19,290913004
10,CIN,0,10,DEN,0,DEN,9,Field Goal,1:48,41,290913004
11,CIN,0,11,DEN,3,DEN,1,End of 1st Half,0:00,0,290913004
12,CIN,0,13,DEN,3,CIN,6,Punt,2:27,17,290913004
13,CIN,0,14,DEN,3,DEN,3,Punt,2:26,-3,290913004
14,CIN,0,15,DEN,3,CIN,3,Punt,1:44,-10,290913004
15,CIN,0,16,DEN,3,DEN,7,Punt,4:10,34,290913004
16,CIN,0,17,DEN,3,CIN,3,Punt,1:44,9,290913004
17,CIN,0,18,DEN,3,DEN,5,Field Goal,2:15,34,290913004
18,CIN,0,19,DEN,6,CIN,3,Punt,1:51,8,290913004
19,CIN,0,20,DEN,6,DEN,10,Punt,7:02,19,290913004
20,CIN,0,21,DEN,6,CIN,11,Touchdown,5:43,91,290913004
21,CIN,7,22,DEN,6,DEN,2,Touchdown,0:27,87,290913004
22,CIN,7,23,DEN,12,CIN,1,End of Game,0:05,5,290913004
0,CLE,0,0,MIN,0,CLE,8,Field Goal,3:32,31,290913005
1,CLE,3,1,MIN,0,MIN,3,Punt,2:04,0,290913005
2,CLE,3,2,MIN,0,CLE,4,Punt,2:29,-6,290913005
3,CLE,3,3,MIN,0,MIN,12,Field Goal,6:52,46,290913005
4,CLE,3,4,MIN,3,CLE,3,Punt,2:07,-4,290913005
5,CLE,3,5,MIN,3,MIN,4,Touchdown,1:47,23,290913005
6,CLE,3,6,MIN,10,CLE,9,Field Goal,5:12,79,290913005
7,CLE,6,7,MIN,10,MIN,3,Punt,1:52,9,290913005
8,CLE,6,8,MIN,10,CLE,3,Punt,1:42,5,290913005
9,CLE,6,9,MIN,10,MIN,3,Punt,0:53,4,290913005
10,CLE,6,10,MIN,10,CLE,1,Joshua Cribbs 67 Yard Punt Return,0:00,67,290913005
11,CLE,12,11,MIN,10,MIN,3,Punt,0:26,8,290913005
12,CLE,13,12,MIN,10,CLE,4,End of Half,1:04,1,290913005
13,CLE,13,14,MIN,10,MIN,9,Touchdown,4:53,55,290913005
14,CLE,13,15,MIN,17,CLE,2,Intercepted Pass,1:29,22,290913005
15,CLE,13,16,MIN,17,MIN,13,Touchdown,7:32,81,290913005
16,CLE,13,17,MIN,24,CLE,7,Punt,2:51,30,290913005
17,CLE,13,18,MIN,24,MIN,4,Punt,1:32,16,290913005
18,CLE,13,19,MIN,24,CLE,3,Fumble,1:42,13,290913005
19,CLE,13,20,MIN,24,MIN,6,Field Goal,3:06,14,290913005
20,CLE,13,21,MIN,27,CLE,3,Punt,0:44,3,290913005
21,CLE,13,22,MIN,27,MIN,1,Adrian Peterson 64 Yard Run,0:00,64,290913005
22,CLE,13,23,MIN,34,CLE,6,Downs,1:11,17,290913005
23,CLE,13,24,MIN,34,MIN,3,Punt,1:44,1,290913005
24,CLE,13,25,MIN,34,CLE,9,Touchdown,2:35,96,290913005
25,CLE,20,26,MIN,34,MIN,2,End of Game,0:28,-1,290913005
0,IND,0,0,JAX,0,IND,10,Intercepted Pass,5:01,57,290913011
1,IND,0,1,JAX,0,JAX,9,Punt,5:31,38,290913011
2,IND,0,2,JAX,0,IND,11,Fumble,5:28,62,290913011
3,IND,0,3,JAX,3,JAX,11,Field Goal,4:55,50,290913011
4,IND,0,4,JAX,3,IND,11,Touchdown,5:19,78,290913011
5,IND,7,5,JAX,3,JAX,8,Field Goal,2:40,41,290913011
6,IND,7,6,JAX,6,IND,4,Downs,0:56,9,290913011
7,IND,7,7,JAX,6,JAX,2,End of 1st Half,0:03,0,290913011
8,IND,7,9,JAX,6,IND,1,JAC Timeout,0:00,0,290913011
9,IND,7,10,JAX,6,JAX,5,Punt,2:20,27,290913011
10,IND,7,11,JAX,6,IND,10,Touchdown,5:34,86,290913011
11,IND,14,12,JAX,6,JAX,3,Punt,1:17,5,290913011
12,IND,14,13,JAX,6,IND,3,Punt,1:24,9,290913011
13,IND,14,14,JAX,6,JAX,3,Punt,0:48,-2,290913011
14,IND,14,15,JAX,6,IND,4,Missed FG,1:20,0,290913011
15,IND,14,16,JAX,6,JAX,11,Touchdown,5:30,58,290913011
16,IND,14,17,JAX,12,IND,7,Punt,4:12,36,290913011
17,IND,14,18,JAX,12,JAX,3,Punt,1:30,9,290913011
18,IND,14,19,JAX,12,IND,7,Downs,3:18,24,290913011
19,IND,14,20,JAX,12,JAX,4,Downs,0:44,2,290913011
20,IND,14,21,JAX,12,IND,4,End of Game,1:15,-3,290913011
0,NO,0,0,DET,0,NO,5,Touchdown,2:49,54,290913018
1,NO,7,1,DET,0,DET,3,Punt,1:20,5,290913018
2,NO,7,2,DET,0,NO,3,Touchdown,1:09,53,290913018
3,NO,14,3,DET,0,DET,9,Field Goal,4:22,51,290913018
4,NO,14,4,DET,3,NO,3,Punt,1:23,7,290913018
5,NO,14,5,DET,3,DET,3,Punt,0:37,1,290913018
6,NO,14,6,DET,3,NO,3,Punt,1:23,7,290913018
7,NO,14,7,DET,3,DET,4,Touchdown,2:05,13,290913018
8,NO,14,8,DET,10,NO,5,Intercepted Pass,3:43,23,290913018
9,NO,14,9,DET,10,DET,3,Punt,1:20,6,290913018
10,NO,14,10,DET,10,NO,10,Touchdown,5:04,65,290913018
11,NO,21,11,DET,10,DET,5,Punt,1:17,4,290913018
12,NO,21,12,DET,10,NO,4,Touchdown,1:11,59,290913018
13,NO,28,13,DET,10,NO,1,NO Timeout,0:00,0,290913018
14,NO,28,14,DET,10,DET,4,Intercepted Pass,0:31,1,290913018
15,NO,28,15,DET,10,NO,4,Missed FG,0:26,14,290913018
16,NO,28,16,DET,10,DET,2,End of Half,0:01,-1,290913018
17,NO,28,18,DET,10,DET,6,Touchdown,3:13,74,290913018
18,NO,28,19,DET,17,NO,10,Field Goal,5:36,65,290913018
19,NO,31,20,DET,17,DET,6,Field Goal,2:49,6,290913018
20,NO,31,21,DET,20,NO,1,Touchdown,0:19,58,290913018
21,NO,38,22,DET,20,DET,3,Intercepted Pass,1:20,30,290913018
22,NO,38,23,DET,27,NO,13,Touchdown,8:00,74,290913018
23,NO,45,24,DET,27,DET,9,Intercepted Pass,3:41,47,290913018
24,NO,45,25,DET,27,NO,9,End of Game,4:48,30,290913018
0,TB,0,0,DAL,0,DAL,9,Field Goal,5:25,29,290913027
1,TB,0,1,DAL,3,TB,9,Blocked FG,5:08,77,290913027
2,TB,0,2,DAL,3,DAL,7,Field Goal,3:05,44,290913027
3,TB,0,3,DAL,6,TB,11,Touchdown,6:03,77,290913027
4,TB,7,4,DAL,6,DAL,4,Punt,1:37,25,290913027
5,TB,7,5,DAL,6,TB,4,Punt,2:09,34,290913027
6,TB,7,6,DAL,6,DAL,10,Punt,4:33,15,290913027
7,TB,7,7,DAL,6,TB,3,Punt,0:58,4,290913027
8,TB,7,8,DAL,6,DAL,2,Touchdown,0:16,56,290913027
9,TB,7,9,DAL,13,TB,5,End of 1st Half,0:46,50,290913027
10,TB,7,11,DAL,13,TB,5,Punt,2:20,21,290913027
11,TB,7,12,DAL,13,DAL,3,Touchdown,1:17,79,290913027
12,TB,7,13,DAL,20,TB,3,Punt,2:08,7,290913027
13,TB,7,14,DAL,20,DAL,3,Punt,1:42,5,290913027
14,TB,7,15,DAL,20,TB,3,Punt,1:35,4,290913027
15,TB,7,16,DAL,20,DAL,6,Punt,2:10,26,290913027
16,TB,7,17,DAL,20,TB,11,Touchdown,4:51,85,290913027
17,TB,14,18,DAL,20,DAL,2,Touchdown,1:02,81,290913027
18,TB,14,19,DAL,27,TB,11,Downs,5:05,43,290913027
19,TB,14,20,DAL,27,DAL,6,Touchdown,3:41,74,290913027
20,TB,14,21,DAL,34,TB,11,Touchdown,2:29,71,290913027
21,TB,21,22,DAL,34,DAL,3,End of Game,1:28,9,290913027
0,CAR,0,0,PHI,0,CAR,13,Touchdown,8:06,70,290913029
1,CAR,7,1,PHI,0,PHI,6,Punt,3:11,27,290913029
2,CAR,7,2,PHI,0,CAR,1,Intercepted Pass,0:42,4,290913029
3,CAR,7,3,PHI,0,PHI,4,Field Goal,1:48,1,290913029
4,CAR,7,4,PHI,3,CAR,2,Fumble Touchdown,1:01,0,290913029
5,CAR,7,5,PHI,10,CAR,6,Punt,3:55,8,290913029
6,CAR,7,6,PHI,10,PHI,1,Desean Jackson 85 Yard Punt Return,0:00,85,290913029
7,CAR,7,7,PHI,16,CAR,2,Intercepted Pass,0:56,3,290913029
8,CAR,7,8,PHI,17,PHI,1,Brent Celek 9 Yard Pass From Donovan Mcnabb,0:00,9,290913029
9,CAR,7,9,PHI,24,CAR,3,Punt,2:12,-1,290913029
10,CAR,7,10,PHI,24,PHI,10,Touchdown,4:27,68,290913029
11,CAR,7,11,PHI,31,CAR,8,Field Goal,1:34,69,290913029
12,CAR,10,12,PHI,31,PHI,6,Punt,1:18,33,290913029
13,CAR,10,13,PHI,31,CAR,2,End of Half,0:23,-1,290913029
14,CAR,10,15,PHI,31,PHI,8,Intercepted Pass,5:20,50,290913029
15,CAR,10,16,PHI,31,CAR,2,Intercepted Pass,1:19,-8,290913029
16,CAR,10,17,PHI,31,PHI,3,Touchdown,1:22,10,290913029
17,CAR,10,18,PHI,38,CAR,1,Intercepted Pass,0:00,0,290913029
18,CAR,10,19,PHI,38,PHI,4,Punt,2:19,16,290913029
19,CAR,10,20,PHI,38,CAR,6,Punt,1:23,7,290913029
20,CAR,10,21,PHI,38,PHI,5,Fumble,3:09,26,290913029
21,CAR,10,22,PHI,38,CAR,3,Punt,1:10,-16,290913029
22,CAR,10,23,PHI,38,PHI,3,Punt,1:42,4,290913029
23,CAR,10,24,PHI,38,CAR,1,Intercepted Pass,0:29,3,290913029
24,CAR,10,25,PHI,38,PHI,8,Missed FG,3:40,9,290913029
25,CAR,10,26,PHI,38,CAR,2,Fumble,0:58,9,290913029
26,CAR,10,27,PHI,38,PHI,4,Downs,2:33,0,290913029
27,CAR,10,28,PHI,38,CAR,13,Downs,3:43,51,290913029
28,CAR,10,29,PHI,38,PHI,2,End of Game,0:34,-1,290913029
0,BAL,0,0,KC,0,KC,3,Punt,1:13,1,290913033
1,BAL,0,1,KC,0,BAL,9,Field Goal,3:16,54,290913033
2,BAL,3,2,KC,0,KC,3,Punt,1:31,-5,290913033
3,BAL,3,3,KC,0,BAL,13,Touchdown,6:44,70,290913033
4,BAL,10,4,KC,0,KC,3,Punt,1:28,9,290913033
5,BAL,10,5,KC,0,BAL,3,Punt,2:19,8,290913033
6,BAL,10,6,KC,0,KC,3,Punt,1:37,5,290913033
7,BAL,10,7,KC,0,BAL,4,Blocked Punt Touchdown,1:34,7,290913033
8,BAL,10,8,KC,6,BAL,13,Missed FG,6:06,62,290913033
9,BAL,10,9,KC,7,KC,9,End of Half,3:49,39,290913033
10,BAL,10,11,KC,7,BAL,9,Intercepted Pass,5:18,47,290913033
11,BAL,10,12,KC,7,KC,2,Touchdown,0:50,4,290913033
12,BAL,10,13,KC,14,BAL,11,Touchdown,4:55,64,290913033
13,BAL,17,14,KC,14,KC,3,Punt,2:28,12,290913033
14,BAL,17,15,KC,14,BAL,4,Punt,1:32,11,290913033
15,BAL,17,16,KC,14,KC,7,Field Goal,2:51,55,290913033
16,BAL,17,17,KC,17,BAL,9,Touchdown,3:47,76,290913033
17,BAL,24,18,KC,17,KC,6,Touchdown,2:49,80,290913033
18,BAL,24,19,KC,24,BAL,8,Touchdown,3:15,72,290913033
19,BAL,31,20,KC,24,KC,4,Downs,0:32,0,290913033
20,BAL,31,21,KC,24,BAL,4,Touchdown,1:03,9,290913033
21,BAL,38,22,KC,24,KC,4,End of Game,0:31,12,290913033
0,HOU,0,0,NYJ,0,HOU,6,Punt,3:02,18,290913034
1,HOU,0,1,NYJ,0,NYJ,3,Punt,1:26,5,290913034
2,HOU,0,2,NYJ,0,HOU,3,Punt,1:28,3,290913034
3,HOU,0,3,NYJ,0,NYJ,16,Field Goal,8:27,66,290913034
4,HOU,0,4,NYJ,3,HOU,5,Punt,1:48,15,290913034
5,HOU,0,5,NYJ,3,NYJ,3,Punt,0:46,7,290913034
6,HOU,0,6,NYJ,3,HOU,7,Fumble,4:57,35,290913034
7,HOU,0,7,NYJ,3,NYJ,10,Touchdown,4:08,78,290913034
8,HOU,0,8,NYJ,10,HOU,3,Punt,2:10,-2,290913034
9,HOU,0,9,NYJ,10,NYJ,5,End of Half,0:58,17,290913034
10,HOU,0,11,NYJ,10,NYJ,12,Touchdown,7:25,85,290913034
11,HOU,0,12,NYJ,17,HOU,3,Punt,1:00,-1,290913034
12,HOU,0,13,NYJ,17,NYJ,3,Punt,0:54,3,290913034
13,HOU,0,14,NYJ,17,HOU,5,Downs,1:45,35,290913034
14,HOU,0,15,NYJ,17,NYJ,3,Punt,2:31,6,290913034
15,HOU,0,16,NYJ,17,HOU,6,Punt,1:15,6,290913034
16,HOU,0,17,NYJ,17,NYJ,3,Intercepted Pass Touchdown,2:10,11,290913034
17,HOU,7,18,NYJ,17,NYJ,4,Touchdown,2:08,80,290913034
18,HOU,7,19,NYJ,24,HOU,8,Intercepted Pass,2:50,41,290913034
19,HOU,7,20,NYJ,24,NYJ,13,End of Game,7:20,58,290913034
0,NYG,0,0,WSH,0,NYG,12,Field Goal,7:19,63,290913019
1,NYG,3,1,WSH,0,WSH,4,Punt,2:37,33,290913019
2,NYG,3,2,WSH,0,NYG,10,Downs,4:58,61,290913019
3,NYG,3,3,WSH,0,WSH,3,Punt,1:34,3,290913019
4,NYG,3,4,WSH,0,NYG,6,Touchdown,3:10,44,290913019
5,NYG,10,5,WSH,0,WSH,3,Intercepted Pass,1:51,32,290913019
6,NYG,10,6,WSH,0,NYG,7,Fumble,4:30,46,290913019
7,NYG,10,7,WSH,0,WSH,3,Fumble Touchdown,1:38,11,290913019
8,NYG,16,8,WSH,0,WSH,7,Touchdown,1:50,77,290913019
9,NYG,17,9,WSH,7,NYG,2,End of Half,0:21,3,290913019
10,NYG,17,11,WSH,7,WSH,9,Punt,5:06,37,290913019
11,NYG,17,12,WSH,7,NYG,4,Punt,2:11,15,290913019
12,NYG,17,13,WSH,7,WSH,6,Punt,3:32,5,290913019
13,NYG,17,14,WSH,7,NYG,1,Intercepted Pass,0:37,2,290913019
14,NYG,17,15,WSH,7,WSH,4,Field Goal,1:57,2,290913019
15,NYG,17,16,WSH,10,NYG,8,Field Goal,4:47,44,290913019
16,NYG,20,17,WSH,10,WSH,3,Punt,1:40,5,290913019
17,NYG,20,18,WSH,10,NYG,10,Field Goal,6:11,66,290913019
18,NYG,23,19,WSH,10,WSH,7,Touchdown,1:42,72,290913019
19,NYG,23,20,WSH,17,NYG,4,End of Game,1:30,0,290913019
0,ARI,0,0,SF,0,ARI,5,Punt,2:13,15,290913022
1,ARI,0,1,SF,0,SF,3,Punt,1:59,9,290913022
2,ARI,0,2,SF,0,ARI,2,Intercepted Pass,2:21,-8,290913022
3,ARI,0,3,SF,0,SF,5,Field Goal,2:30,17,290913022
4,ARI,0,4,SF,3,ARI,3,Punt,1:38,9,290913022
5,ARI,0,5,SF,6,SF,6,Field Goal,2:22,24,290913022
6,ARI,0,6,SF,6,ARI,6,Field Goal,2:19,52,290913022
7,ARI,3,7,SF,6,SF,6,Punt,3:39,27,290913022
8,ARI,3,8,SF,6,ARI,3,Punt,1:53,4,290913022
9,ARI,3,9,SF,6,SF,3,Punt,1:11,10,290913022
10,ARI,3,10,SF,6,ARI,3,Punt,1:24,3,290913022
11,ARI,3,11,SF,6,SF,7,Touchdown,3:03,68,290913022
12,ARI,3,12,SF,13,ARI,1,Intercepted Pass,0:00,8,290913022
13,ARI,3,13,SF,13,SF,3,Fumble,0:58,-10,290913022
14,ARI,3,14,SF,13,ARI,8,Field Goal,1:15,40,290913022
15,ARI,6,15,SF,13,ARI,1,End of 1st Half,0:00,0,290913022
16,ARI,6,17,SF,13,SF,3,Punt,1:21,4,290913022
17,ARI,6,18,SF,13,ARI,6,Punt,2:48,11,290913022
18,ARI,6,19,SF,13,SF,3,Punt,2:01,5,290913022
19,ARI,6,20,SF,13,ARI,7,Touchdown,4:10,69,290913022
20,ARI,13,21,SF,13,SF,3,Punt,0:45,-5,290913022
21,ARI,13,22,SF,13,ARI,8,Field Goal,3:20,36,290913022
22,ARI,16,23,SF,13,SF,15,Touchdown,7:26,77,290913022
23,ARI,16,24,SF,20,ARI,5,Punt,1:44,18,290913022
24,ARI,16,25,SF,20,SF,3,Punt,2:05,-1,290913022
25,ARI,16,26,SF,20,ARI,4,Downs,1:20,5,290913022
26,ARI,16,27,SF,20,SF,3,Punt,0:55,6,290913022
27,ARI,16,28,SF,20,ARI,6,End of Game,0:43,16,290913022
0,SEA,0,0,STL,0,SEA,2,Intercepted Pass,0:50,0,290913026
1,SEA,0,1,STL,0,STL,3,Punt,1:07,1,290913026
2,SEA,0,2,STL,0,SEA,3,Punt,1:02,7,290913026
3,SEA,0,3,STL,0,STL,5,Punt,3:25,7,290913026
4,SEA,0,4,STL,0,SEA,1,Fumble,0:00,0,290913026
5,SEA,0,5,STL,0,STL,4,Punt,1:12,26,290913026
6,SEA,0,6,STL,0,SEA,6,Intercepted Pass,3:22,60,290913026
7,SEA,0,7,STL,0,STL,12,Missed FG,6:11,48,290913026
8,SEA,0,8,STL,0,SEA,13,Touchdown,6:15,60,290913026
9,SEA,7,9,STL,0,STL,3,Punt,1:23,-12,290913026
10,SEA,7,10,STL,0,SEA,12,Touchdown,3:55,113,290913026
11,SEA,14,11,STL,0,STL,2,End of Half,0:12,3,290913026
12,SEA,14,13,STL,0,SEA,5,Punt,2:49,21,290913026
13,SEA,14,14,STL,0,STL,6,Punt,3:14,15,290913026
14,SEA,14,15,STL,0,SEA,7,Touchdown,3:55,99,290913026
15,SEA,21,16,STL,0,STL,3,Punt,0:58,1,290913026
16,SEA,21,17,STL,0,SEA,1,Julius Jones 62 Yard Run,0:00,62,290913026
17,SEA,28,18,STL,0,STL,6,Punt,3:42,20,290913026
18,SEA,28,19,STL,0,SEA,9,Punt,5:29,23,290913026
19,SEA,28,20,STL,0,STL,3,Punt,1:17,-5,290913026
20,SEA,28,21,STL,0,SEA,6,Punt,3:34,20,290913026
21,SEA,28,22,STL,0,STL,8,Downs,2:22,81,290913026
22,SEA,28,23,STL,0,SEA,3,Punt,0:21,8,290913026
23,SEA,28,24,STL,0,STL,5,End of Game,1:24,28,290913026
0,GB,0,0,CHI,0,GB,7,Missed FG,3:21,20,290913009
1,GB,0,1,CHI,0,CHI,3,Punt,0:54,2,290913009
2,GB,0,2,CHI,0,GB,7,Punt,3:19,32,290913009
3,GB,0,3,CHI,0,CHI,7,Intercepted Pass,3:08,51,290913009
4,GB,0,4,CHI,0,GB,3,Punt,1:16,5,290913009
5,GB,0,5,CHI,0,CHI,3,Punt,1:29,7,290913009
6,GB,0,6,CHI,0,GB,3,Punt,0:58,1,290913009
7,GB,0,7,CHI,0,CHI,3,Punt,1:30,7,290913009
8,GB,0,8,CHI,0,GB,9,Field Goal,4:56,43,290913009
9,GB,3,9,CHI,0,CHI,3,Intercepted Pass,1:31,68,290913009
10,GB,3,10,CHI,0,GB,3,Safety,0:55,-14,290913009
11,GB,3,11,CHI,2,CHI,2,Intercepted Pass,1:12,2,290913009
12,GB,3,12,CHI,2,GB,1,Ryan Grant 3 Yard Run,0:00,0,290913009
13,GB,10,13,CHI,2,CHI,5,Punt,2:44,19,290913009
14,GB,10,14,CHI,2,GB,3,Punt,0:50,5,290913009
15,GB,10,15,CHI,2,CHI,6,Downs,0:47,10,290913009
16,GB,10,17,CHI,2,CHI,10,Touchdown,4:46,79,290913009
17,GB,10,18,CHI,9,GB,4,Punt,1:23,2,290913009
18,GB,10,19,CHI,9,CHI,8,Field Goal,4:44,35,290913009
19,GB,10,20,CHI,12,GB,6,Punt,4:10,26,290913009
20,GB,10,21,CHI,12,CHI,4,Downs,2:02,4,290913009
21,GB,10,22,CHI,12,GB,4,Field Goal,2:29,9,290913009
22,GB,13,23,CHI,12,CHI,14,Field Goal,7:35,69,290913009
23,GB,13,24,CHI,15,GB,5,Touchdown,1:24,72,290913009
24,GB,21,25,CHI,15,CHI,1,Intercepted Pass,0:00,29,290913009
25,GB,21,26,CHI,15,GB,3,End of Game,0:58,-2,290913009
0,NE,0,0,BUF,0,NE,4,Downs,1:27,9,290914017
1,NE,0,1,BUF,0,BUF,3,Punt,1:08,-2,290914017
2,NE,0,2,BUF,7,NE,11,Missed FG,5:59,59,290914017
3,NE,0,3,BUF,0,BUF,6,Touchdown,3:17,69,290914017
4,NE,0,4,BUF,7,NE,3,Punt,1:21,-6,290914017
5,NE,0,5,BUF,7,BUF,5,Punt,2:40,17,290914017
6,NE,0,6,BUF,7,NE,14,Touchdown,7:12,68,290914017
7,NE,7,7,BUF,7,BUF,5,Punt,2:44,17,290914017
8,NE,7,8,BUF,7,NE,1,Intercepted Pass Touchdown,0:00,36,290914017
9,NE,7,9,BUF,14,NE,9,Field Goal,3:29,68,290914017
10,NE,10,10,BUF,14,NE,1,End of 1st Half,0:00,0,290914017
11,NE,10,12,BUF,14,BUF,4,Punt,2:09,27,290914017
12,NE,10,13,BUF,14,NE,13,Downs,6:54,61,290914017
13,NE,10,14,BUF,14,BUF,7,Field Goal,3:25,42,290914017
14,NE,10,15,BUF,17,NE,11,Field Goal,5:49,56,290914017
15,NE,13,16,BUF,17,BUF,14,Touchdown,6:11,71,290914017
16,NE,13,17,BUF,24,NE,11,Touchdown,3:26,80,290914017
17,NE,19,18,BUF,24,NE,3,Touchdown,1:06,31,290914017
18,NE,25,19,BUF,24,BUF,6,End of Game,0:50,5,290914017
0,OAK,0,0,SD,0,OAK,8,Intercepted Pass,4:05,-28,290914013
1,OAK,0,1,SD,0,SD,3,Punt,1:24,6,290914013
2,OAK,0,2,SD,0,OAK,10,Touchdown,6:10,84,290914013
3,OAK,7,3,SD,0,SD,4,Fumble,2:59,15,290914013
4,OAK,7,4,SD,0,OAK,9,Fumble,6:07,34,290914013
5,OAK,7,5,SD,0,SD,7,Touchdown,4:22,45,290914013
6,OAK,7,6,SD,7,OAK,3,Punt,1:09,5,290914013
7,OAK,7,7,SD,7,SD,3,Punt,1:13,0,290914013
8,OAK,7,8,SD,7,OAK,11,Field Goal,1:43,64,290914013
9,OAK,10,9,SD,7,SD,5,Field Goal,0:40,12,290914013
10,OAK,10,10,SD,10,SD,1,End of 1st Half,0:00,0,290914013
11,OAK,10,12,SD,10,SD,8,Intercepted Pass,4:52,44,290914013
12,OAK,10,13,SD,10,OAK,3,Punt,0:46,-1,290914013
13,OAK,10,14,SD,10,SD,3,Punt,1:04,-8,290914013
14,OAK,10,15,SD,10,OAK,3,Punt,1:25,5,290914013
15,OAK,10,16,SD,10,SD,5,Punt,2:24,0,290914013
16,OAK,10,17,SD,10,OAK,3,Punt,0:53,4,290914013
17,OAK,10,18,SD,10,SD,3,Punt,1:21,-3,290914013
18,OAK,10,19,SD,10,OAK,7,Field Goal,3:43,51,290914013
19,OAK,13,20,SD,10,SD,10,Touchdown,5:39,65,290914013
20,OAK,13,21,SD,17,OAK,9,Touchdown,4:48,71,290914013
21,OAK,20,22,SD,17,SD,9,Touchdown,2:16,86,290914013
22,OAK,20,23,SD,24,OAK,1,Intercepted Pass,0:00,4,290914013
23,OAK,20,24,SD,24,SD,2,End of Game,0:01,85,290914013
0,ATL,0,0,CAR,0,CAR,10,Field Goal,5:08,60,290920001
1,ATL,0,1,CAR,3,ATL,5,Punt,2:20,15,290920001
2,ATL,0,2,CAR,3,CAR,3,Punt,0:58,1,290920001
